workerid,hitId,start_time,response,response_order
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Flower,0
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Flag,1
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fish,2
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fat,3
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,fly,4
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fact,5
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fist,6
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fall,7
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Few,8
6658d0969b9cd1a0f1a25c5d,66dd0fe39bfb33794b562bc9,2024-09-09T15:31:35.207Z,Fast,9
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,frog,0
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,fickle,1
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,fraud,2
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,fine,3
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,flip,4
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,fun,5
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,fantastic,6
59f8719e8c95b80001362f88,66dd0fe39bfb33794b562bc9,2024-09-09T15:39:09.374Z,flimsy,7
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fart,0
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fuck,1
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fantastic,2
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,friendly,3
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,furry,4
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fell,5
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fall,6
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,feeling,7
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,felled,8
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fat,9
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fit,10
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fur,11
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,first,12
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,flop,13
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,flap,14
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,film,15
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,flimsy,16
5ea6295c2c39b16355a6bbac,66dd0fe39bfb33794b562bc9,2024-09-09T15:08:24.135Z,fan,17
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,fire,0
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,flame,1
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,flea,2
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,finch,3
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,forget,4
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,forgive,5
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,flick,6
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,fast,7
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,flinch,8
65e74105c99a4ee078b66239,66dd0fe39bfb33794b562bc9,2024-09-09T15:15:23.997Z,finger,9
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,fish,0
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,friend,1
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,food,2
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,feind,3
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,fruit,4
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,freak,5
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,feed,6
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,flea,7
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,flick,8
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,feel,9
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,foal,10
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,fool,11
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,fill,12
5eebc973f2c6c41483ba6e81,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:10.884Z,freed,13
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,family,0
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,food,1
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,future,2
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,forgive,3
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,foot,4
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,funeral,5
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,find,6
66912a898e38868795e81c58,66dd0fe39bfb33794b562bc9,2024-09-09T15:09:17.921Z,fur,7
